"","region_name","date","crime_type","average_price","sales_volume","revenue","no_of_crime"
"15527","Hammersmith and Fulham","201712","Vehicle Offences",742878,200,148575664,367
"15528","Hammersmith and Fulham","201712","Violence Against the Person",742878,200,148575664,409
"15529","Richmond upon Thames","201910","Arson and Criminal Damage",643367,231,148617695,95
"15530","Richmond upon Thames","201910","Burglary",643367,231,148617695,133
"15531","Richmond upon Thames","201910","Drug Offences",643367,231,148617695,35
"15533","Richmond upon Thames","201910","Miscellaneous Crimes Against Society",643367,231,148617695,12
"15534","Richmond upon Thames","201910","Possession of Weapons",643367,231,148617695,8
"15535","Richmond upon Thames","201910","Public Order Offences",643367,231,148617695,68
"15536","Richmond upon Thames","201910","Robbery",643367,231,148617695,27
"15537","Richmond upon Thames","201910","Sexual Offences",643367,231,148617695,24
"15538","Richmond upon Thames","201910","Theft",643367,231,148617695,259
"15539","Richmond upon Thames","201910","Vehicle Offences",643367,231,148617695,222
"15540","Richmond upon Thames","201910","Violence Against the Person",643367,231,148617695,227
"15541","Lewisham","201811","Arson and Criminal Damage",416374,357,148645368,183
"15542","Lewisham","201811","Burglary",416374,357,148645368,229
"15543","Lewisham","201811","Drug Offences",416374,357,148645368,129
"15545","Lewisham","201811","Miscellaneous Crimes Against Society",416374,357,148645368,33
"15546","Lewisham","201811","Possession of Weapons",416374,357,148645368,28
"15547","Lewisham","201811","Public Order Offences",416374,357,148645368,130
"15548","Lewisham","201811","Robbery",416374,357,148645368,97
"15549","Lewisham","201811","Sexual Offences",416374,357,148645368,64
"15550","Lewisham","201811","Theft",416374,357,148645368,430
"15551","Lewisham","201811","Vehicle Offences",416374,357,148645368,284
"15552","Lewisham","201811","Violence Against the Person",416374,357,148645368,655
"15553","Bromley","201903","Arson and Criminal Damage",435996,341,148674738,183
"15554","Bromley","201903","Burglary",435996,341,148674738,277
"15555","Bromley","201903","Drug Offences",435996,341,148674738,93
"15557","Bromley","201903","Miscellaneous Crimes Against Society",435996,341,148674738,23
"15558","Bromley","201903","Possession of Weapons",435996,341,148674738,18
"15559","Bromley","201903","Public Order Offences",435996,341,148674738,146
"15560","Bromley","201903","Robbery",435996,341,148674738,29
"15561","Bromley","201903","Sexual Offences",435996,341,148674738,42
"15562","Bromley","201903","Theft",435996,341,148674738,408
"15563","Bromley","201903","Vehicle Offences",435996,341,148674738,345
"15564","Bromley","201903","Violence Against the Person",435996,341,148674738,545
"15565","Greenwich","201608","Arson and Criminal Damage",379424,392,148734059,220
"15566","Greenwich","201608","Burglary",379424,392,148734059,155
"15567","Greenwich","201608","Drug Offences",379424,392,148734059,80
"15569","Greenwich","201608","Miscellaneous Crimes Against Society",379424,392,148734059,33
"15570","Greenwich","201608","Possession of Weapons",379424,392,148734059,5
"15571","Greenwich","201608","Public Order Offences",379424,392,148734059,163
"15572","Greenwich","201608","Robbery",379424,392,148734059,40
"15573","Greenwich","201608","Sexual Offences",379424,392,148734059,45
"15574","Greenwich","201608","Theft",379424,392,148734059,475
"15575","Greenwich","201608","Vehicle Offences",379424,392,148734059,205
"15576","Greenwich","201608","Violence Against the Person",379424,392,148734059,571
"15577","Camden","201606","Arson and Criminal Damage",770905,193,148784704,153
"15578","Camden","201606","Burglary",770905,193,148784704,222
"15579","Camden","201606","Drug Offences",770905,193,148784704,134
"15581","Camden","201606","Miscellaneous Crimes Against Society",770905,193,148784704,22
"15582","Camden","201606","Possession of Weapons",770905,193,148784704,22
"15583","Camden","201606","Public Order Offences",770905,193,148784704,144
"15584","Camden","201606","Robbery",770905,193,148784704,73
"15585","Camden","201606","Sexual Offences",770905,193,148784704,39
"15586","Camden","201606","Theft",770905,193,148784704,878
"15587","Camden","201606","Vehicle Offences",770905,193,148784704,248
"15588","Camden","201606","Violence Against the Person",770905,193,148784704,514
"15589","Southwark","201612","Arson and Criminal Damage",509843,292,148874142,211
"15590","Southwark","201612","Burglary",509843,292,148874142,267
"15591","Southwark","201612","Drug Offences",509843,292,148874142,165
"15593","Southwark","201612","Miscellaneous Crimes Against Society",509843,292,148874142,29
"15594","Southwark","201612","Possession of Weapons",509843,292,148874142,29
"15595","Southwark","201612","Public Order Offences",509843,292,148874142,135
"15596","Southwark","201612","Robbery",509843,292,148874142,134
"15597","Southwark","201612","Sexual Offences",509843,292,148874142,65
"15598","Southwark","201612","Theft",509843,292,148874142,777
"15599","Southwark","201612","Vehicle Offences",509843,292,148874142,270
"15600","Southwark","201612","Violence Against the Person",509843,292,148874142,607
"15601","Croydon","201705","Arson and Criminal Damage",368801,404,148995768,260
"15602","Croydon","201705","Burglary",368801,404,148995768,234
"15603","Croydon","201705","Drug Offences",368801,404,148995768,139
"15605","Croydon","201705","Miscellaneous Crimes Against Society",368801,404,148995768,36
"15606","Croydon","201705","Possession of Weapons",368801,404,148995768,40
"15607","Croydon","201705","Public Order Offences",368801,404,148995768,199
"15608","Croydon","201705","Robbery",368801,404,148995768,95
"15609","Croydon","201705","Sexual Offences",368801,404,148995768,80
"15610","Croydon","201705","Theft",368801,404,148995768,491
"15611","Croydon","201705","Vehicle Offences",368801,404,148995768,283
"15612","Croydon","201705","Violence Against the Person",368801,404,148995768,749
"15613","Tower Hamlets","201807","Arson and Criminal Damage",448966,332,149056760,218
"15614","Tower Hamlets","201807","Burglary",448966,332,149056760,258
"15615","Tower Hamlets","201807","Drug Offences",448966,332,149056760,171
"15617","Tower Hamlets","201807","Miscellaneous Crimes Against Society",448966,332,149056760,41
"15618","Tower Hamlets","201807","Possession of Weapons",448966,332,149056760,38
"15619","Tower Hamlets","201807","Public Order Offences",448966,332,149056760,202
"15620","Tower Hamlets","201807","Robbery",448966,332,149056760,141
"15621","Tower Hamlets","201807","Sexual Offences",448966,332,149056760,74
"15622","Tower Hamlets","201807","Theft",448966,332,149056760,820
"15623","Tower Hamlets","201807","Vehicle Offences",448966,332,149056760,344
"15624","Tower Hamlets","201807","Violence Against the Person",448966,332,149056760,840
"15625","Southwark","201905","Arson and Criminal Damage",497728,300,149318400,203
"15626","Southwark","201905","Burglary",497728,300,149318400,285
"15627","Southwark","201905","Drug Offences",497728,300,149318400,220
"15629","Southwark","201905","Miscellaneous Crimes Against Society",497728,300,149318400,31
"15630","Southwark","201905","Possession of Weapons",497728,300,149318400,35
"15631","Southwark","201905","Public Order Offences",497728,300,149318400,175
"15632","Southwark","201905","Robbery",497728,300,149318400,205
"15633","Southwark","201905","Sexual Offences",497728,300,149318400,51
"15634","Southwark","201905","Theft",497728,300,149318400,1116
"15635","Southwark","201905","Vehicle Offences",497728,300,149318400,338
"15636","Southwark","201905","Violence Against the Person",497728,300,149318400,783
"15637","Camden","201907","Arson and Criminal Damage",894898,167,149447982,144
"15638","Camden","201907","Burglary",894898,167,149447982,285
"15639","Camden","201907","Drug Offences",894898,167,149447982,123
"15641","Camden","201907","Miscellaneous Crimes Against Society",894898,167,149447982,28
"15642","Camden","201907","Possession of Weapons",894898,167,149447982,16
"15643","Camden","201907","Public Order Offences",894898,167,149447982,201
"15644","Camden","201907","Robbery",894898,167,149447982,175
"15645","Camden","201907","Sexual Offences",894898,167,149447982,71
"15646","Camden","201907","Theft",894898,167,149447982,1465
"15647","Camden","201907","Vehicle Offences",894898,167,149447982,317
"15648","Camden","201907","Violence Against the Person",894898,167,149447982,632
"15649","Bromley","201902","Arson and Criminal Damage",439716,340,149503550,144
"15650","Bromley","201902","Burglary",439716,340,149503550,225
"15651","Bromley","201902","Drug Offences",439716,340,149503550,97
"15653","Bromley","201902","Miscellaneous Crimes Against Society",439716,340,149503550,23
"15654","Bromley","201902","Possession of Weapons",439716,340,149503550,15
"15655","Bromley","201902","Public Order Offences",439716,340,149503550,110
"15656","Bromley","201902","Robbery",439716,340,149503550,37
"15657","Bromley","201902","Sexual Offences",439716,340,149503550,44
"15658","Bromley","201902","Theft",439716,340,149503550,484
"15659","Bromley","201902","Vehicle Offences",439716,340,149503550,299
"15660","Bromley","201902","Violence Against the Person",439716,340,149503550,478
"15661","Barnet","201903","Arson and Criminal Damage",516531,290,149794055,218
"15662","Barnet","201903","Burglary",516531,290,149794055,333
"15663","Barnet","201903","Drug Offences",516531,290,149794055,99
"15665","Barnet","201903","Miscellaneous Crimes Against Society",516531,290,149794055,34
"15666","Barnet","201903","Possession of Weapons",516531,290,149794055,16
"15667","Barnet","201903","Public Order Offences",516531,290,149794055,179
"15668","Barnet","201903","Robbery",516531,290,149794055,87
"15669","Barnet","201903","Sexual Offences",516531,290,149794055,44
"15670","Barnet","201903","Theft",516531,290,149794055,612
"15671","Barnet","201903","Vehicle Offences",516531,290,149794055,567
"15672","Barnet","201903","Violence Against the Person",516531,290,149794055,658
"15673","Hackney","201712","Arson and Criminal Damage",557025,269,149839695,154
"15674","Hackney","201712","Burglary",557025,269,149839695,222
"15675","Hackney","201712","Drug Offences",557025,269,149839695,75
"15677","Hackney","201712","Miscellaneous Crimes Against Society",557025,269,149839695,21
"15678","Hackney","201712","Possession of Weapons",557025,269,149839695,11
"15679","Hackney","201712","Public Order Offences",557025,269,149839695,136
"15680","Hackney","201712","Robbery",557025,269,149839695,99
"15681","Hackney","201712","Sexual Offences",557025,269,149839695,71
"15682","Hackney","201712","Theft",557025,269,149839695,716
"15683","Hackney","201712","Vehicle Offences",557025,269,149839695,272
"15684","Hackney","201712","Violence Against the Person",557025,269,149839695,575
"15685","Kensington and Chelsea","201909","Arson and Criminal Damage",1208646,124,149872115,72
"15686","Kensington and Chelsea","201909","Burglary",1208646,124,149872115,198
"15687","Kensington and Chelsea","201909","Drug Offences",1208646,124,149872115,104
"15689","Kensington and Chelsea","201909","Miscellaneous Crimes Against Society",1208646,124,149872115,11
"15690","Kensington and Chelsea","201909","Possession of Weapons",1208646,124,149872115,9
"15691","Kensington and Chelsea","201909","Public Order Offences",1208646,124,149872115,108
"15692","Kensington and Chelsea","201909","Robbery",1208646,124,149872115,103
"15693","Kensington and Chelsea","201909","Sexual Offences",1208646,124,149872115,24
"15694","Kensington and Chelsea","201909","Theft",1208646,124,149872115,726
"15695","Kensington and Chelsea","201909","Vehicle Offences",1208646,124,149872115,375
"15696","Kensington and Chelsea","201909","Violence Against the Person",1208646,124,149872115,328
"15697","Croydon","201811","Arson and Criminal Damage",368724,407,150070500,207
"15698","Croydon","201811","Burglary",368724,407,150070500,275
"15699","Croydon","201811","Drug Offences",368724,407,150070500,135
"15701","Croydon","201811","Miscellaneous Crimes Against Society",368724,407,150070500,36
"15702","Croydon","201811","Possession of Weapons",368724,407,150070500,33
"15703","Croydon","201811","Public Order Offences",368724,407,150070500,124
"15704","Croydon","201811","Robbery",368724,407,150070500,84
"15705","Croydon","201811","Sexual Offences",368724,407,150070500,97
"15706","Croydon","201811","Theft",368724,407,150070500,472
"15707","Croydon","201811","Vehicle Offences",368724,407,150070500,420
"15708","Croydon","201811","Violence Against the Person",368724,407,150070500,740
"15709","Bromley","201701","Arson and Criminal Damage",436538,344,150169121,156
"15710","Bromley","201701","Burglary",436538,344,150169121,229
"15711","Bromley","201701","Drug Offences",436538,344,150169121,59
"15713","Bromley","201701","Miscellaneous Crimes Against Society",436538,344,150169121,30
"15714","Bromley","201701","Possession of Weapons",436538,344,150169121,17
"15715","Bromley","201701","Public Order Offences",436538,344,150169121,88
"15716","Bromley","201701","Robbery",436538,344,150169121,43
"15717","Bromley","201701","Sexual Offences",436538,344,150169121,34
"15718","Bromley","201701","Theft",436538,344,150169121,396
"15719","Bromley","201701","Vehicle Offences",436538,344,150169121,218
"15720","Bromley","201701","Violence Against the Person",436538,344,150169121,486
"15721","Bromley","201906","Arson and Criminal Damage",429176,350,150211739,165
"15722","Bromley","201906","Burglary",429176,350,150211739,213
"15723","Bromley","201906","Drug Offences",429176,350,150211739,101
"15725","Bromley","201906","Miscellaneous Crimes Against Society",429176,350,150211739,26
"15726","Bromley","201906","Possession of Weapons",429176,350,150211739,19
"15727","Bromley","201906","Public Order Offences",429176,350,150211739,139
"15728","Bromley","201906","Robbery",429176,350,150211739,39
"15729","Bromley","201906","Sexual Offences",429176,350,150211739,69
"15730","Bromley","201906","Theft",429176,350,150211739,427
"15731","Bromley","201906","Vehicle Offences",429176,350,150211739,309
"15732","Bromley","201906","Violence Against the Person",429176,350,150211739,510
"15733","Kensington and Chelsea","201901","Arson and Criminal Damage",1285331,117,150383692,86
"15734","Kensington and Chelsea","201901","Burglary",1285331,117,150383692,148
"15735","Kensington and Chelsea","201901","Drug Offences",1285331,117,150383692,93
"15737","Kensington and Chelsea","201901","Miscellaneous Crimes Against Society",1285331,117,150383692,16
"15738","Kensington and Chelsea","201901","Possession of Weapons",1285331,117,150383692,9
"15739","Kensington and Chelsea","201901","Public Order Offences",1285331,117,150383692,77
"15740","Kensington and Chelsea","201901","Robbery",1285331,117,150383692,56
"15741","Kensington and Chelsea","201901","Sexual Offences",1285331,117,150383692,28
"15742","Kensington and Chelsea","201901","Theft",1285331,117,150383692,685
"15743","Kensington and Chelsea","201901","Vehicle Offences",1285331,117,150383692,302
"15744","Kensington and Chelsea","201901","Violence Against the Person",1285331,117,150383692,309
"15745","Lambeth","201911","Arson and Criminal Damage",516851,291,150403514,134
"15746","Lambeth","201911","Burglary",516851,291,150403514,256
"15747","Lambeth","201911","Drug Offences",516851,291,150403514,160
"15749","Lambeth","201911","Miscellaneous Crimes Against Society",516851,291,150403514,50
"15750","Lambeth","201911","Possession of Weapons",516851,291,150403514,17
"15751","Lambeth","201911","Public Order Offences",516851,291,150403514,179
"15752","Lambeth","201911","Robbery",516851,291,150403514,158
"15753","Lambeth","201911","Sexual Offences",516851,291,150403514,92
"15754","Lambeth","201911","Theft",516851,291,150403514,850
"15755","Lambeth","201911","Vehicle Offences",516851,291,150403514,294
"15756","Lambeth","201911","Violence Against the Person",516851,291,150403514,797
"15757","Croydon","201907","Arson and Criminal Damage",365433,412,150558331,230
"15758","Croydon","201907","Burglary",365433,412,150558331,239
"15759","Croydon","201907","Drug Offences",365433,412,150558331,227
"15761","Croydon","201907","Miscellaneous Crimes Against Society",365433,412,150558331,51
"15762","Croydon","201907","Possession of Weapons",365433,412,150558331,20
"15763","Croydon","201907","Public Order Offences",365433,412,150558331,204
"15764","Croydon","201907","Robbery",365433,412,150558331,104
"15765","Croydon","201907","Sexual Offences",365433,412,150558331,106
"15766","Croydon","201907","Theft",365433,412,150558331,610
"15767","Croydon","201907","Vehicle Offences",365433,412,150558331,357
"15768","Croydon","201907","Violence Against the Person",365433,412,150558331,988
"15769","Bromley","201904","Arson and Criminal Damage",431653,349,150646750,157
"15770","Bromley","201904","Burglary",431653,349,150646750,183
"15771","Bromley","201904","Drug Offences",431653,349,150646750,99
"15773","Bromley","201904","Miscellaneous Crimes Against Society",431653,349,150646750,23
"15774","Bromley","201904","Possession of Weapons",431653,349,150646750,10
"15775","Bromley","201904","Public Order Offences",431653,349,150646750,138
"15776","Bromley","201904","Robbery",431653,349,150646750,38
"15777","Bromley","201904","Sexual Offences",431653,349,150646750,51
"15778","Bromley","201904","Theft",431653,349,150646750,448
"15779","Bromley","201904","Vehicle Offences",431653,349,150646750,335
"15780","Bromley","201904","Violence Against the Person",431653,349,150646750,486
"15781","Croydon","201704","Arson and Criminal Damage",369562,408,150781134,267
"15782","Croydon","201704","Burglary",369562,408,150781134,226
"15783","Croydon","201704","Drug Offences",369562,408,150781134,125
"15785","Croydon","201704","Miscellaneous Crimes Against Society",369562,408,150781134,33
"15786","Croydon","201704","Possession of Weapons",369562,408,150781134,32
"15787","Croydon","201704","Public Order Offences",369562,408,150781134,169
"15788","Croydon","201704","Robbery",369562,408,150781134,97
"15789","Croydon","201704","Sexual Offences",369562,408,150781134,60
"15790","Croydon","201704","Theft",369562,408,150781134,406
"15791","Croydon","201704","Vehicle Offences",369562,408,150781134,300
"15792","Croydon","201704","Violence Against the Person",369562,408,150781134,680
"15793","Lewisham","201810","Arson and Criminal Damage",417814,361,150830989,183
"15794","Lewisham","201810","Burglary",417814,361,150830989,259
"15795","Lewisham","201810","Drug Offences",417814,361,150830989,117
"15797","Lewisham","201810","Miscellaneous Crimes Against Society",417814,361,150830989,27
"15798","Lewisham","201810","Possession of Weapons",417814,361,150830989,27
"15799","Lewisham","201810","Public Order Offences",417814,361,150830989,124
"15800","Lewisham","201810","Robbery",417814,361,150830989,104
"15801","Lewisham","201810","Sexual Offences",417814,361,150830989,64
"15802","Lewisham","201810","Theft",417814,361,150830989,449
"15803","Lewisham","201810","Vehicle Offences",417814,361,150830989,333
"15804","Lewisham","201810","Violence Against the Person",417814,361,150830989,696
"15805","Southwark","201908","Arson and Criminal Damage",495663,305,151177181,184
"15806","Southwark","201908","Burglary",495663,305,151177181,263
"15807","Southwark","201908","Drug Offences",495663,305,151177181,249
"15809","Southwark","201908","Miscellaneous Crimes Against Society",495663,305,151177181,25
"15810","Southwark","201908","Possession of Weapons",495663,305,151177181,30
"15811","Southwark","201908","Public Order Offences",495663,305,151177181,208
"15812","Southwark","201908","Robbery",495663,305,151177181,178
"15813","Southwark","201908","Sexual Offences",495663,305,151177181,63
"15814","Southwark","201908","Theft",495663,305,151177181,1102
"15815","Southwark","201908","Vehicle Offences",495663,305,151177181,303
"15816","Southwark","201908","Violence Against the Person",495663,305,151177181,755
"15817","Hammersmith and Fulham","201706","Arson and Criminal Damage",755917,200,151183494,116
"15818","Hammersmith and Fulham","201706","Burglary",755917,200,151183494,132
"15819","Hammersmith and Fulham","201706","Drug Offences",755917,200,151183494,66
"15821","Hammersmith and Fulham","201706","Miscellaneous Crimes Against Society",755917,200,151183494,28
"15822","Hammersmith and Fulham","201706","Possession of Weapons",755917,200,151183494,8
"15823","Hammersmith and Fulham","201706","Public Order Offences",755917,200,151183494,134
"15824","Hammersmith and Fulham","201706","Robbery",755917,200,151183494,42
"15825","Hammersmith and Fulham","201706","Sexual Offences",755917,200,151183494,34
"15826","Hammersmith and Fulham","201706","Theft",755917,200,151183494,509
"15827","Hammersmith and Fulham","201706","Vehicle Offences",755917,200,151183494,313
"15828","Hammersmith and Fulham","201706","Violence Against the Person",755917,200,151183494,446
"15829","Tower Hamlets","201602","Arson and Criminal Damage",460405,330,151933737,153
"15830","Tower Hamlets","201602","Burglary",460405,330,151933737,189
"15831","Tower Hamlets","201602","Drug Offences",460405,330,151933737,154
"15833","Tower Hamlets","201602","Miscellaneous Crimes Against Society",460405,330,151933737,46
"15834","Tower Hamlets","201602","Possession of Weapons",460405,330,151933737,24
"15835","Tower Hamlets","201602","Public Order Offences",460405,330,151933737,132
"15836","Tower Hamlets","201602","Robbery",460405,330,151933737,111
"15837","Tower Hamlets","201602","Sexual Offences",460405,330,151933737,56
"15838","Tower Hamlets","201602","Theft",460405,330,151933737,552
"15839","Tower Hamlets","201602","Vehicle Offences",460405,330,151933737,240
"15840","Tower Hamlets","201602","Violence Against the Person",460405,330,151933737,526
"15841","Islington","202003","Arson and Criminal Damage",650972,234,152327503,123
"15842","Islington","202003","Burglary",650972,234,152327503,167
"15843","Islington","202003","Drug Offences",650972,234,152327503,111
"15845","Islington","202003","Miscellaneous Crimes Against Society",650972,234,152327503,25
"15846","Islington","202003","Possession of Weapons",650972,234,152327503,13
"15847","Islington","202003","Public Order Offences",650972,234,152327503,123
"15848","Islington","202003","Robbery",650972,234,152327503,110
"15849","Islington","202003","Sexual Offences",650972,234,152327503,32
"15850","Islington","202003","Theft",650972,234,152327503,613
"15851","Islington","202003","Vehicle Offences",650972,234,152327503,205
"15852","Islington","202003","Violence Against the Person",650972,234,152327503,479
"15853","Croydon","201910","Arson and Criminal Damage",366035,418,153002672,212
"15854","Croydon","201910","Burglary",366035,418,153002672,299
"15855","Croydon","201910","Drug Offences",366035,418,153002672,219
"15857","Croydon","201910","Miscellaneous Crimes Against Society",366035,418,153002672,40
"15858","Croydon","201910","Possession of Weapons",366035,418,153002672,36
"15859","Croydon","201910","Public Order Offences",366035,418,153002672,211
"15860","Croydon","201910","Robbery",366035,418,153002672,100
"15861","Croydon","201910","Sexual Offences",366035,418,153002672,84
"15862","Croydon","201910","Theft",366035,418,153002672,495
"15863","Croydon","201910","Vehicle Offences",366035,418,153002672,561
"15864","Croydon","201910","Violence Against the Person",366035,418,153002672,821
"15865","Kensington and Chelsea","201912","Arson and Criminal Damage",1224031,125,153003832,93
"15866","Kensington and Chelsea","201912","Burglary",1224031,125,153003832,192
"15867","Kensington and Chelsea","201912","Drug Offences",1224031,125,153003832,54
"15869","Kensington and Chelsea","201912","Miscellaneous Crimes Against Society",1224031,125,153003832,13
"15870","Kensington and Chelsea","201912","Possession of Weapons",1224031,125,153003832,10
"15871","Kensington and Chelsea","201912","Public Order Offences",1224031,125,153003832,106
"15872","Kensington and Chelsea","201912","Robbery",1224031,125,153003832,102
"15873","Kensington and Chelsea","201912","Sexual Offences",1224031,125,153003832,42
"15874","Kensington and Chelsea","201912","Theft",1224031,125,153003832,835
"15875","Kensington and Chelsea","201912","Vehicle Offences",1224031,125,153003832,431
"15876","Kensington and Chelsea","201912","Violence Against the Person",1224031,125,153003832,335
"15877","Greenwich","201710","Arson and Criminal Damage",399907,384,153564269,202
"15878","Greenwich","201710","Burglary",399907,384,153564269,186
"15879","Greenwich","201710","Drug Offences",399907,384,153564269,85
"15881","Greenwich","201710","Miscellaneous Crimes Against Society",399907,384,153564269,46
"15882","Greenwich","201710","Possession of Weapons",399907,384,153564269,20
"15883","Greenwich","201710","Public Order Offences",399907,384,153564269,170
"15884","Greenwich","201710","Robbery",399907,384,153564269,57
"15885","Greenwich","201710","Sexual Offences",399907,384,153564269,59
"15886","Greenwich","201710","Theft",399907,384,153564269,512
"15887","Greenwich","201710","Vehicle Offences",399907,384,153564269,310
"15888","Greenwich","201710","Violence Against the Person",399907,384,153564269,679
"15889","Lambeth","201803","Arson and Criminal Damage",510284,301,153595501,199
"15890","Lambeth","201803","Burglary",510284,301,153595501,244
"15891","Lambeth","201803","Drug Offences",510284,301,153595501,165
"15893","Lambeth","201803","Miscellaneous Crimes Against Society",510284,301,153595501,37
"15894","Lambeth","201803","Possession of Weapons",510284,301,153595501,37
"15895","Lambeth","201803","Public Order Offences",510284,301,153595501,168
"15896","Lambeth","201803","Robbery",510284,301,153595501,125
"15897","Lambeth","201803","Sexual Offences",510284,301,153595501,69
"15898","Lambeth","201803","Theft",510284,301,153595501,717
"15899","Lambeth","201803","Vehicle Offences",510284,301,153595501,301
"15900","Lambeth","201803","Violence Against the Person",510284,301,153595501,714
"15901","Camden","201710","Arson and Criminal Damage",834802,184,153603627,144
"15902","Camden","201710","Burglary",834802,184,153603627,250
"15903","Camden","201710","Drug Offences",834802,184,153603627,119
"15905","Camden","201710","Miscellaneous Crimes Against Society",834802,184,153603627,16
"15906","Camden","201710","Possession of Weapons",834802,184,153603627,22
"15907","Camden","201710","Public Order Offences",834802,184,153603627,192
"15908","Camden","201710","Robbery",834802,184,153603627,255
"15909","Camden","201710","Sexual Offences",834802,184,153603627,70
"15910","Camden","201710","Theft",834802,184,153603627,1634
"15911","Camden","201710","Vehicle Offences",834802,184,153603627,308
"15912","Camden","201710","Violence Against the Person",834802,184,153603627,605
"15913","Barnet","201901","Arson and Criminal Damage",528639,291,153833938,172
"15914","Barnet","201901","Burglary",528639,291,153833938,315
"15915","Barnet","201901","Drug Offences",528639,291,153833938,72
"15917","Barnet","201901","Miscellaneous Crimes Against Society",528639,291,153833938,31
"15918","Barnet","201901","Possession of Weapons",528639,291,153833938,16
"15919","Barnet","201901","Public Order Offences",528639,291,153833938,130
"15920","Barnet","201901","Robbery",528639,291,153833938,76
"15921","Barnet","201901","Sexual Offences",528639,291,153833938,48
"15922","Barnet","201901","Theft",528639,291,153833938,518
"15923","Barnet","201901","Vehicle Offences",528639,291,153833938,480
"15924","Barnet","201901","Violence Against the Person",528639,291,153833938,554
"15925","Bromley","201812","Arson and Criminal Damage",443372,347,153850219,181
"15926","Bromley","201812","Burglary",443372,347,153850219,271
"15927","Bromley","201812","Drug Offences",443372,347,153850219,105
"15929","Bromley","201812","Miscellaneous Crimes Against Society",443372,347,153850219,14
"15930","Bromley","201812","Possession of Weapons",443372,347,153850219,23
"15931","Bromley","201812","Public Order Offences",443372,347,153850219,106
"15932","Bromley","201812","Robbery",443372,347,153850219,36
"15933","Bromley","201812","Sexual Offences",443372,347,153850219,42
"15934","Bromley","201812","Theft",443372,347,153850219,445
"15935","Bromley","201812","Vehicle Offences",443372,347,153850219,290
"15936","Bromley","201812","Violence Against the Person",443372,347,153850219,480
"15937","Kensington and Chelsea","201702","Arson and Criminal Damage",1412255,109,153935768,69
"15938","Kensington and Chelsea","201702","Burglary",1412255,109,153935768,98
"15939","Kensington and Chelsea","201702","Drug Offences",1412255,109,153935768,113
"15941","Kensington and Chelsea","201702","Miscellaneous Crimes Against Society",1412255,109,153935768,29
"15942","Kensington and Chelsea","201702","Possession of Weapons",1412255,109,153935768,15
"15943","Kensington and Chelsea","201702","Public Order Offences",1412255,109,153935768,71
"15944","Kensington and Chelsea","201702","Robbery",1412255,109,153935768,28
"15945","Kensington and Chelsea","201702","Sexual Offences",1412255,109,153935768,16
"15946","Kensington and Chelsea","201702","Theft",1412255,109,153935768,499
"15947","Kensington and Chelsea","201702","Vehicle Offences",1412255,109,153935768,191
"15948","Kensington and Chelsea","201702","Violence Against the Person",1412255,109,153935768,238
"15949","Kensington and Chelsea","201606","Arson and Criminal Damage",1246352,124,154547586,107
"15950","Kensington and Chelsea","201606","Burglary",1246352,124,154547586,118
"15951","Kensington and Chelsea","201606","Drug Offences",1246352,124,154547586,136
"15953","Kensington and Chelsea","201606","Miscellaneous Crimes Against Society",1246352,124,154547586,17
"15954","Kensington and Chelsea","201606","Possession of Weapons",1246352,124,154547586,25
"15955","Kensington and Chelsea","201606","Public Order Offences",1246352,124,154547586,115
"15956","Kensington and Chelsea","201606","Robbery",1246352,124,154547586,36
"15957","Kensington and Chelsea","201606","Sexual Offences",1246352,124,154547586,26
"15958","Kensington and Chelsea","201606","Theft",1246352,124,154547586,566
"15959","Kensington and Chelsea","201606","Vehicle Offences",1246352,124,154547586,230
"15960","Kensington and Chelsea","201606","Violence Against the Person",1246352,124,154547586,303
"15961","Kensington and Chelsea","201711","Arson and Criminal Damage",1344311,115,154595788,101
"15962","Kensington and Chelsea","201711","Burglary",1344311,115,154595788,163
"15963","Kensington and Chelsea","201711","Drug Offences",1344311,115,154595788,125
"15965","Kensington and Chelsea","201711","Miscellaneous Crimes Against Society",1344311,115,154595788,23
"15966","Kensington and Chelsea","201711","Possession of Weapons",1344311,115,154595788,12
"15967","Kensington and Chelsea","201711","Public Order Offences",1344311,115,154595788,84
"15968","Kensington and Chelsea","201711","Robbery",1344311,115,154595788,52
"15969","Kensington and Chelsea","201711","Sexual Offences",1344311,115,154595788,39
"15970","Kensington and Chelsea","201711","Theft",1344311,115,154595788,615
"15971","Kensington and Chelsea","201711","Vehicle Offences",1344311,115,154595788,353
"15972","Kensington and Chelsea","201711","Violence Against the Person",1344311,115,154595788,276
"15973","Lambeth","201611","Arson and Criminal Damage",517641,299,154774538,213
"15974","Lambeth","201611","Burglary",517641,299,154774538,266
"15975","Lambeth","201611","Drug Offences",517641,299,154774538,255
"15977","Lambeth","201611","Miscellaneous Crimes Against Society",517641,299,154774538,35
"15978","Lambeth","201611","Possession of Weapons",517641,299,154774538,26
"15979","Lambeth","201611","Public Order Offences",517641,299,154774538,160
"15980","Lambeth","201611","Robbery",517641,299,154774538,105
"15981","Lambeth","201611","Sexual Offences",517641,299,154774538,67
"15982","Lambeth","201611","Theft",517641,299,154774538,744
"15983","Lambeth","201611","Vehicle Offences",517641,299,154774538,286
"15984","Lambeth","201611","Violence Against the Person",517641,299,154774538,660
"15985","Bromley","201805","Arson and Criminal Damage",437880,354,155009522,178
